ID_vehicule,type_vehicule,kilometrage_total,km_moyen_jour,nombre_vidanges,nb_freins_changes,jours_dernier_entretien,type_route,temperature_moyenne,bruit_moteur,vibration,temoin_moteur_allume,panne_dans_30_jours
V11375,PL,75259.0,38.0,9.0,3.0,235.0,rural,18.8,aucun,0.0,0.0,1.0
V11376,VL,71533.0,78.6,9.0,1.0,241.0,,18.9,aucun,0.0,0.0,0.0
V11377,VL,10395.0,44.1,2.0,0.0,304.0,urbain,19.7,aucun,0.0,0.0,0.0
V11378,VL,4626.0,65.4,0.0,2.0,70.0,urbain,20.5,aucun,0.0,,0.0
V11379,,60023.0,52.4,6.0,1.0,157.0,autoroute,27.6,aucun,0.0,0.0,1.0
V11380,VL,22970.0,54.5,,2.0,18.0,rural,14.0,aucun,0.0,0.0,0.0
V11381,VL,28312.0,79.2,2.0,2.0,54.0,urbain,13.2,élevé,0.0,0.0,1.0
V11382,PL,1582.0,34.0,1.0,2.0,214.0,autoroute,29.9,aucun,,0.0,0.0
V11383,VL,15026.0,108.6,1.0,1.0,208.0,urbain,16.3,aucun,0.0,1.0,0.0
V11384,VUL,1712.0,14.5,0.0,0.0,20.0,urbain,9.9,aucun,0.0,0.0,1.0
V11385,VL,105675.0,45.1,11.0,1.0,281.0,autoroute,16.1,aucun,0.0,0.0,1.0
V11386,VUL,13945.0,,2.0,0.0,248.0,autoroute,17.4,faible,,0.0,0.0
V11387,VL,40747.0,74.6,6.0,1.0,27.0,urbain,32.4,aucun,0.0,0.0,0.0
V11388,PL,1987.0,57.5,0.0,1.0,295.0,urbain,27.4,faible,0.0,0.0,1.0
V11389,VL,,58.6,5.0,0.0,210.0,urbain,29.2,faible,0.0,0.0,0.0
V11390,VL,,70.3,1.0,1.0,,urbain,26.6,faible,0.0,0.0,0.0
V11391,VL,114099.0,54.2,11.0,0.0,19.0,urbain,27.6,aucun,0.0,0.0,0.0
V11392,VL,109515.0,94.8,10.0,1.0,19.0,,14.5,aucun,0.0,0.0,1.0
V11393,VL,,81.0,1.0,0.0,329.0,autoroute,18.4,aucun,,0.0,0.0
V11394,VL,115612.0,81.8,12.0,1.0,395.0,autoroute,12.1,faible,1.0,0.0,0.0
V11395,VUL,278083.0,35.8,28.0,1.0,119.0,rural,18.3,aucun,0.0,0.0,1.0
V11396,VL,87267.0,58.0,8.0,0.0,96.0,rural,25.5,aucun,0.0,0.0,0.0
V11397,VL,93175.0,,9.0,0.0,119.0,urbain,21.1,aucun,0.0,0.0,0.0
V11398,VUL,14318.0,34.9,2.0,0.0,24.0,urbain,30.5,aucun,0.0,0.0,1.0
V11399,VUL,42983.0,69.0,4.0,1.0,152.0,urbain,,faible,1.0,0.0,0.0
V11400,VL,3481.0,46.6,2.0,1.0,244.0,autoroute,24.0,aucun,0.0,0.0,
V11401,VL,4986.0,,0.0,0.0,259.0,urbain,10.0,aucun,0.0,0.0,0.0
V11402,VL,340287.0,33.2,37.0,0.0,3.0,,20.8,aucun,0.0,0.0,1.0
V11403,VUL,19773.0,103.0,2.0,0.0,392.0,rural,25.9,aucun,0.0,0.0,0.0
V11404,VUL,68952.0,37.6,7.0,1.0,142.0,urbain,18.3,faible,,0.0,0.0
V11405,VL,82166.0,65.5,9.0,0.0,,urbain,24.4,faible,0.0,,
V11406,VUL,97604.0,79.8,14.0,1.0,334.0,rural,12.3,aucun,0.0,0.0,1.0
V11407,VUL,302207.0,45.7,30.0,0.0,345.0,autoroute,6.7,aucun,,0.0,0.0
V11408,VL,13820.0,,3.0,0.0,219.0,autoroute,24.5,,0.0,0.0,0.0
V11409,,2059.0,29.3,1.0,,326.0,urbain,34.0,élevé,0.0,0.0,0.0
V11410,VL,26482.0,96.3,2.0,1.0,159.0,rural,12.0,élevé,0.0,0.0,0.0
V11411,VL,6967.0,60.4,1.0,0.0,75.0,urbain,29.8,faible,0.0,0.0,1.0
V11412,VL,1134.0,45.1,0.0,1.0,98.0,autoroute,20.3,aucun,0.0,1.0,0.0
V11413,VL,22347.0,52.5,2.0,0.0,179.0,autoroute,9.3,faible,0.0,1.0,0.0
V11414,VL,76563.0,,,0.0,126.0,rural,10.9,faible,0.0,0.0,1.0
V11415,PL,41756.0,45.4,5.0,,31.0,urbain,,aucun,0.0,0.0,0.0
V11416,VL,18754.0,41.3,2.0,0.0,,,16.8,aucun,0.0,0.0,0.0
V11417,VL,53115.0,54.5,6.0,0.0,333.0,urbain,9.5,élevé,1.0,1.0,0.0
V11418,VL,13199.0,30.6,3.0,2.0,12.0,urbain,6.4,aucun,0.0,0.0,0.0
V11419,PL,724.0,105.5,2.0,2.0,379.0,urbain,,aucun,0.0,0.0,0.0
V11420,VL,72271.0,45.8,7.0,0.0,351.0,autoroute,21.6,aucun,0.0,0.0,1.0
V11421,VL,48874.0,80.8,6.0,0.0,338.0,rural,19.9,aucun,0.0,0.0,1.0
V11422,VL,71837.0,65.2,7.0,1.0,399.0,urbain,,aucun,0.0,0.0,0.0
V11423,,1985.0,35.4,3.0,0.0,395.0,autoroute,21.6,aucun,0.0,,0.0
V11424,PL,90736.0,59.9,10.0,0.0,201.0,urbain,28.3,faible,0.0,0.0,1.0
V11425,PL,48316.0,79.6,4.0,4.0,17.0,urbain,23.2,faible,0.0,0.0,0.0
V11426,VL,41436.0,55.3,6.0,0.0,396.0,urbain,19.0,faible,0.0,1.0,0.0
V11427,PL,48990.0,89.8,5.0,0.0,92.0,rural,27.4,aucun,0.0,0.0,0.0
V11428,VUL,99914.0,85.5,11.0,1.0,279.0,rural,12.3,aucun,0.0,0.0,0.0
V11429,PL,44207.0,83.0,4.0,0.0,357.0,urbain,18.2,aucun,0.0,0.0,0.0
V11430,VL,43488.0,48.5,8.0,0.0,395.0,autoroute,18.4,aucun,0.0,0.0,0.0
V11431,VL,233775.0,33.0,23.0,0.0,315.0,urbain,10.1,,0.0,0.0,1.0
V11432,VL,70679.0,,7.0,3.0,59.0,,16.6,faible,0.0,0.0,0.0
V11433,VUL,29196.0,64.9,3.0,0.0,,urbain,3.4,aucun,0.0,1.0,1.0
V11434,,61446.0,73.6,6.0,1.0,99.0,,35.3,aucun,0.0,0.0,0.0
V11435,VL,24651.0,5.7,4.0,1.0,0.0,rural,12.5,aucun,1.0,0.0,1.0
V11436,VL,12995.0,59.8,3.0,0.0,42.0,rural,32.7,aucun,0.0,0.0,0.0
V11437,VUL,45422.0,64.0,5.0,3.0,310.0,urbain,20.3,élevé,1.0,0.0,1.0
V11438,VL,131681.0,,13.0,0.0,167.0,rural,24.5,élevé,0.0,0.0,0.0
V11439,VUL,132352.0,92.3,13.0,1.0,191.0,urbain,16.1,aucun,0.0,,1.0
V11440,PL,20920.0,70.5,3.0,1.0,33.0,autoroute,21.7,aucun,1.0,0.0,0.0
V11441,VL,37504.0,92.8,6.0,2.0,33.0,urbain,25.2,aucun,0.0,,1.0
V11442,VUL,11889.0,54.6,1.0,0.0,175.0,urbain,,faible,1.0,0.0,0.0
V11443,,271662.0,83.4,27.0,0.0,195.0,rural,26.2,aucun,0.0,1.0,0.0
V11444,PL,198477.0,100.9,20.0,5.0,157.0,autoroute,17.1,aucun,1.0,0.0,1.0
V11445,VL,52421.0,92.8,5.0,0.0,244.0,urbain,16.2,aucun,0.0,0.0,0.0
V11446,VUL,81587.0,32.7,9.0,0.0,365.0,autoroute,7.2,aucun,0.0,0.0,
V11447,VUL,62780.0,53.7,7.0,0.0,339.0,autoroute,24.2,aucun,,1.0,
V11448,PL,44966.0,51.4,4.0,0.0,345.0,rural,28.7,aucun,0.0,,0.0
V11449,VUL,2741.0,72.2,0.0,0.0,,urbain,32.9,aucun,0.0,0.0,0.0
V11450,VL,30326.0,77.2,4.0,0.0,70.0,autoroute,,,0.0,0.0,0.0
V11451,,56163.0,39.0,8.0,0.0,326.0,urbain,13.9,élevé,0.0,0.0,0.0
V11452,PL,56587.0,61.7,6.0,1.0,113.0,urbain,6.4,aucun,1.0,0.0,0.0
V11453,VL,23350.0,9.5,4.0,0.0,,autoroute,28.3,aucun,,,0.0
V11454,VL,142100.0,96.0,15.0,1.0,142.0,autoroute,5.6,élevé,0.0,0.0,0.0
V11455,PL,9157.0,47.2,0.0,3.0,96.0,autoroute,17.3,faible,,0.0,0.0
V11456,VUL,34693.0,61.4,3.0,2.0,308.0,urbain,18.2,aucun,0.0,0.0,0.0
V11457,VUL,58701.0,52.3,6.0,0.0,319.0,urbain,19.4,aucun,0.0,0.0,0.0
V11458,VL,59723.0,88.7,5.0,1.0,211.0,urbain,20.3,aucun,0.0,0.0,1.0
V11459,VUL,,0.0,6.0,2.0,316.0,urbain,21.1,faible,0.0,0.0,1.0
V11460,VL,16099.0,59.6,2.0,1.0,184.0,urbain,0.7,élevé,0.0,0.0,0.0
V11461,VUL,,57.4,0.0,2.0,204.0,urbain,20.1,aucun,,,0.0
V11462,VL,50521.0,48.7,6.0,1.0,363.0,rural,2.2,aucun,0.0,0.0,0.0
V11463,VUL,45727.0,103.2,5.0,0.0,215.0,autoroute,25.9,aucun,0.0,0.0,1.0
V11464,PL,9883.0,37.8,,2.0,245.0,autoroute,15.6,aucun,0.0,0.0,1.0
V11465,VL,61062.0,79.3,8.0,0.0,238.0,autoroute,2.7,aucun,0.0,0.0,0.0
V11466,PL,30364.0,68.9,4.0,0.0,292.0,urbain,13.5,aucun,0.0,0.0,0.0
V11467,VL,55094.0,91.5,6.0,1.0,390.0,urbain,,aucun,0.0,,0.0
V11468,PL,90812.0,43.3,10.0,2.0,7.0,autoroute,29.5,aucun,0.0,0.0,1.0
V11469,VUL,9300.0,41.7,2.0,2.0,77.0,rural,21.6,aucun,0.0,0.0,0.0
V11470,VL,966.0,87.4,2.0,1.0,323.0,rural,22.8,aucun,0.0,0.0,1.0
V11471,VUL,75502.0,70.6,7.0,0.0,276.0,urbain,29.4,aucun,0.0,0.0,0.0
V11472,PL,47041.0,21.4,5.0,6.0,201.0,urbain,19.2,aucun,0.0,0.0,1.0
V11473,VL,60138.0,46.5,8.0,0.0,213.0,rural,26.0,faible,0.0,0.0,0.0
V11474,VL,91055.0,69.7,,0.0,93.0,autoroute,25.5,aucun,1.0,0.0,0.0
V11475,VUL,81179.0,80.9,8.0,1.0,74.0,autoroute,9.7,faible,0.0,0.0,0.0
V11476,VUL,162107.0,43.0,16.0,0.0,156.0,,31.8,aucun,1.0,0.0,1.0
V11477,VUL,,,4.0,0.0,152.0,rural,8.6,élevé,0.0,,
V11478,VUL,33519.0,73.1,3.0,2.0,141.0,autoroute,27.3,faible,0.0,0.0,0.0
V11479,VL,25698.0,29.5,3.0,0.0,77.0,rural,7.9,aucun,0.0,0.0,0.0
V11480,VUL,8343.0,9.6,0.0,0.0,321.0,rural,24.8,aucun,1.0,0.0,1.0
V11481,VL,42502.0,0.0,4.0,0.0,181.0,autoroute,34.9,,0.0,0.0,0.0
V11482,VL,16218.0,80.3,2.0,0.0,194.0,autoroute,18.3,élevé,0.0,0.0,0.0
V11483,VL,127110.0,63.2,12.0,2.0,157.0,autoroute,17.9,aucun,0.0,0.0,0.0
V11484,VL,43756.0,54.4,6.0,0.0,,urbain,24.9,aucun,,0.0,1.0
V11485,VL,44927.0,94.7,4.0,0.0,53.0,rural,17.4,aucun,0.0,0.0,1.0
V11486,VL,21919.0,75.9,3.0,0.0,355.0,,34.5,faible,1.0,0.0,0.0
V11487,VUL,2669.0,100.4,0.0,0.0,276.0,urbain,21.5,aucun,0.0,0.0,0.0
V11488,VL,1612.0,,0.0,0.0,308.0,autoroute,17.4,aucun,0.0,0.0,0.0
V11489,VL,27524.0,59.1,3.0,0.0,82.0,,15.7,aucun,0.0,0.0,1.0
V11490,VL,4417.0,19.6,1.0,2.0,399.0,autoroute,12.5,aucun,0.0,0.0,1.0
V11491,VL,46677.0,54.3,5.0,0.0,,rural,15.0,aucun,0.0,,0.0
V11492,VL,106420.0,53.8,11.0,2.0,3.0,urbain,17.2,aucun,0.0,0.0,1.0
V11493,VL,107242.0,75.7,11.0,0.0,310.0,urbain,16.1,faible,,0.0,0.0
V11494,,53800.0,61.1,9.0,0.0,270.0,rural,14.7,faible,,0.0,1.0
V11495,VUL,11864.0,75.6,1.0,0.0,63.0,rural,36.8,faible,1.0,0.0,0.0
V11496,VUL,99387.0,77.6,10.0,0.0,111.0,urbain,11.8,aucun,,0.0,0.0
V11497,VL,108618.0,113.9,11.0,1.0,238.0,autoroute,21.2,faible,0.0,0.0,0.0
V11498,VL,10948.0,52.1,5.0,0.0,143.0,rural,24.7,aucun,1.0,0.0,1.0
V11499,PL,66861.0,36.5,6.0,2.0,373.0,rural,25.0,aucun,0.0,0.0,1.0
V11500,VL,,66.2,1.0,,19.0,urbain,19.5,élevé,0.0,0.0,1.0
V11501,VL,81136.0,39.9,8.0,0.0,63.0,autoroute,18.1,faible,0.0,0.0,1.0
V11502,VL,294588.0,97.0,32.0,,288.0,urbain,23.6,aucun,0.0,0.0,0.0
V11503,VL,1524.0,52.9,0.0,0.0,80.0,rural,22.1,faible,0.0,0.0,0.0
V11504,VL,113829.0,45.9,11.0,0.0,196.0,autoroute,17.9,élevé,0.0,0.0,1.0
V11505,VL,48726.0,48.2,4.0,,381.0,urbain,7.5,,0.0,0.0,0.0
V11506,VL,181309.0,78.0,18.0,0.0,68.0,rural,,aucun,0.0,0.0,1.0
V11507,VL,31275.0,56.1,4.0,1.0,185.0,urbain,,faible,1.0,0.0,0.0
V11508,VUL,93992.0,44.0,9.0,1.0,166.0,autoroute,14.7,aucun,0.0,0.0,0.0
V11509,VUL,3221.0,101.6,0.0,3.0,204.0,rural,20.3,aucun,0.0,0.0,0.0
V11510,VUL,20419.0,38.6,3.0,1.0,163.0,,22.9,faible,0.0,0.0,0.0
V11511,VUL,3468.0,60.9,1.0,1.0,93.0,autoroute,34.2,aucun,0.0,0.0,1.0
V11512,PL,185134.0,76.3,19.0,1.0,248.0,rural,15.7,aucun,0.0,0.0,1.0
V11513,VL,84906.0,19.2,10.0,0.0,67.0,autoroute,26.2,aucun,,0.0,0.0
V11514,VL,95712.0,72.0,10.0,2.0,342.0,rural,22.4,,,0.0,0.0
V11515,VL,139003.0,33.6,14.0,1.0,20.0,urbain,30.4,élevé,0.0,0.0,1.0
V11516,VUL,4447.0,80.6,1.0,0.0,318.0,rural,24.6,aucun,0.0,0.0,0.0
V11517,PL,24355.0,35.9,2.0,0.0,84.0,autoroute,11.9,aucun,0.0,0.0,0.0
V11518,VL,3684.0,77.3,1.0,0.0,,urbain,6.2,élevé,0.0,0.0,0.0
V11519,PL,11836.0,87.6,1.0,1.0,23.0,urbain,22.5,élevé,0.0,0.0,1.0
V11520,VL,13027.0,81.5,3.0,0.0,110.0,,15.8,aucun,0.0,0.0,
V11521,PL,31659.0,66.3,4.0,0.0,350.0,,12.2,élevé,0.0,0.0,1.0
V11522,VL,15637.0,54.2,2.0,0.0,82.0,urbain,9.9,aucun,0.0,0.0,0.0
V11523,VL,5322.0,45.6,0.0,1.0,,urbain,,aucun,0.0,0.0,0.0
V11524,VL,9165.0,96.8,3.0,0.0,77.0,urbain,,aucun,0.0,0.0,1.0
V11525,VL,7965.0,42.5,2.0,1.0,379.0,rural,16.7,aucun,0.0,1.0,1.0
V11526,VL,180738.0,34.1,20.0,0.0,139.0,urbain,24.7,aucun,1.0,0.0,1.0
V11527,VL,71208.0,76.6,8.0,0.0,375.0,,19.2,aucun,1.0,0.0,
V11528,VUL,171729.0,40.1,18.0,0.0,270.0,autoroute,9.7,aucun,,0.0,0.0
V11529,VL,28967.0,36.2,3.0,0.0,338.0,autoroute,25.9,aucun,0.0,0.0,0.0
V11530,VL,16312.0,23.9,2.0,0.0,168.0,rural,11.2,aucun,0.0,0.0,0.0
V11531,VUL,80047.0,47.9,9.0,1.0,196.0,urbain,20.2,aucun,0.0,1.0,1.0
V11532,VUL,19745.0,57.9,1.0,0.0,261.0,autoroute,17.3,,0.0,0.0,0.0
V11533,VL,17789.0,66.1,1.0,0.0,214.0,autoroute,27.1,aucun,0.0,0.0,0.0
V11534,VL,13231.0,83.8,2.0,0.0,66.0,urbain,11.5,aucun,1.0,0.0,0.0
V11535,VL,6944.0,73.2,0.0,1.0,228.0,urbain,23.1,aucun,0.0,0.0,1.0
V11536,VL,14816.0,55.2,1.0,2.0,160.0,urbain,13.3,aucun,0.0,0.0,0.0
V11537,VUL,21950.0,55.0,2.0,0.0,121.0,urbain,15.9,aucun,0.0,0.0,1.0
V11538,VL,56042.0,72.8,,0.0,148.0,urbain,-9.1,faible,0.0,0.0,0.0
V11539,VL,3230.0,91.8,3.0,0.0,339.0,autoroute,36.7,élevé,0.0,0.0,0.0
V11540,VUL,11818.0,63.2,,0.0,192.0,rural,24.4,faible,,0.0,0.0
V11541,VL,82780.0,48.3,9.0,,230.0,rural,13.9,aucun,0.0,0.0,1.0
V11542,,7945.0,35.2,2.0,0.0,110.0,autoroute,11.0,aucun,,0.0,0.0
V11543,VL,20976.0,23.9,4.0,0.0,144.0,autoroute,16.0,aucun,0.0,0.0,0.0
V11544,PL,99997.0,76.7,9.0,1.0,,autoroute,25.7,élevé,0.0,0.0,0.0
V11545,VL,8416.0,74.4,2.0,4.0,391.0,autoroute,4.9,aucun,0.0,0.0,1.0
V11546,VUL,4318.0,74.4,1.0,0.0,63.0,urbain,18.9,aucun,0.0,0.0,0.0
V11547,VL,33134.0,56.8,3.0,1.0,125.0,autoroute,34.2,aucun,1.0,0.0,1.0
V11548,VL,18006.0,95.2,1.0,2.0,217.0,autoroute,10.9,,0.0,0.0,0.0
V11549,VUL,41437.0,47.9,4.0,0.0,283.0,urbain,20.6,aucun,0.0,0.0,0.0
V11550,PL,81432.0,83.9,,0.0,353.0,rural,37.6,,,0.0,0.0
V11551,VUL,7375.0,59.0,2.0,0.0,396.0,rural,25.1,faible,1.0,0.0,0.0
V11552,VUL,43458.0,44.8,4.0,0.0,235.0,autoroute,21.0,aucun,0.0,0.0,0.0
V11553,PL,35211.0,74.8,3.0,3.0,12.0,urbain,24.1,aucun,0.0,0.0,0.0
V11554,VL,7778.0,70.2,1.0,,152.0,rural,16.8,aucun,0.0,0.0,0.0
V11555,VL,48908.0,68.9,4.0,0.0,238.0,urbain,30.4,aucun,1.0,0.0,0.0
V11556,VUL,15985.0,62.0,3.0,2.0,189.0,urbain,16.8,aucun,0.0,0.0,1.0
V11557,VL,33455.0,59.1,4.0,0.0,150.0,urbain,4.3,aucun,0.0,0.0,1.0
V11558,VUL,4292.0,119.7,2.0,1.0,85.0,rural,16.9,,0.0,1.0,0.0
V11559,PL,30770.0,89.6,4.0,1.0,20.0,autoroute,12.3,faible,0.0,0.0,1.0
V11560,VL,18297.0,78.1,1.0,2.0,181.0,urbain,17.8,aucun,0.0,0.0,0.0
V11561,VL,86405.0,62.8,9.0,0.0,318.0,,17.9,aucun,,0.0,1.0
V11562,VUL,2933.0,,0.0,3.0,157.0,urbain,29.6,aucun,0.0,0.0,
V11563,VL,,72.9,2.0,0.0,366.0,urbain,,faible,1.0,0.0,0.0
V11564,VUL,30664.0,,4.0,0.0,75.0,rural,22.1,aucun,0.0,0.0,0.0
V11565,VL,64550.0,52.4,7.0,1.0,,urbain,20.0,aucun,0.0,,0.0
V11566,VUL,42699.0,58.0,4.0,0.0,202.0,,11.5,aucun,0.0,0.0,0.0
V11567,VL,55012.0,0.0,8.0,0.0,228.0,urbain,2.6,aucun,0.0,1.0,0.0
V11568,VUL,75040.0,,7.0,0.0,151.0,urbain,20.9,aucun,0.0,,0.0
V11569,VL,99098.0,47.8,11.0,1.0,262.0,rural,26.4,faible,0.0,0.0,1.0
V11570,VL,18834.0,99.8,2.0,2.0,71.0,rural,19.1,aucun,0.0,0.0,1.0
V11571,VL,38611.0,60.5,8.0,3.0,224.0,urbain,15.7,élevé,0.0,0.0,0.0
V11572,VUL,91662.0,30.3,10.0,0.0,384.0,rural,23.7,,0.0,0.0,1.0
V11573,PL,227586.0,,23.0,0.0,130.0,autoroute,19.3,,0.0,,0.0
V11574,VL,110145.0,33.8,12.0,1.0,359.0,autoroute,33.5,aucun,1.0,0.0,1.0
V11575,VL,23218.0,,4.0,1.0,27.0,urbain,29.9,aucun,1.0,0.0,0.0
V11576,VL,10855.0,67.3,2.0,0.0,298.0,rural,27.7,aucun,1.0,0.0,1.0
V11577,VUL,33607.0,83.9,4.0,1.0,96.0,rural,26.1,aucun,0.0,0.0,0.0
V11578,VUL,67670.0,40.2,7.0,1.0,45.0,urbain,9.7,faible,,0.0,1.0
V11579,VL,33919.0,60.9,3.0,0.0,0.0,autoroute,25.3,aucun,1.0,0.0,0.0
V11580,VL,33003.0,25.9,4.0,0.0,165.0,autoroute,23.0,aucun,0.0,,
V11581,VL,91079.0,77.5,10.0,0.0,244.0,autoroute,24.9,,,0.0,0.0
V11582,VL,22424.0,73.0,3.0,0.0,218.0,autoroute,23.9,faible,0.0,0.0,0.0
V11583,VL,98232.0,,9.0,0.0,101.0,autoroute,23.6,aucun,0.0,0.0,
V11584,PL,26111.0,60.0,2.0,1.0,290.0,rural,41.6,faible,0.0,0.0,1.0
V11585,VL,19892.0,,2.0,0.0,203.0,rural,19.4,faible,0.0,1.0,1.0
V11586,VUL,30255.0,100.1,5.0,1.0,201.0,autoroute,27.5,faible,0.0,0.0,0.0
V11587,VL,71868.0,52.9,7.0,1.0,53.0,rural,16.2,aucun,0.0,0.0,0.0
V11588,VL,6733.0,63.5,0.0,2.0,279.0,urbain,26.3,aucun,0.0,0.0,0.0
V11589,VUL,10933.0,32.8,1.0,3.0,277.0,urbain,27.5,aucun,0.0,0.0,1.0
V11590,VUL,151252.0,38.3,15.0,0.0,15.0,autoroute,22.9,faible,0.0,,1.0
V11591,PL,9648.0,62.4,0.0,0.0,12.0,urbain,33.4,faible,0.0,0.0,0.0
V11592,VL,41934.0,87.6,5.0,1.0,355.0,rural,12.9,aucun,0.0,0.0,1.0
V11593,VL,43293.0,53.6,5.0,0.0,355.0,autoroute,16.1,faible,0.0,0.0,0.0
V11594,VUL,33630.0,54.1,5.0,0.0,317.0,autoroute,21.7,aucun,0.0,0.0,0.0
V11595,VL,51746.0,49.8,5.0,1.0,86.0,,27.0,,0.0,0.0,
V11596,VL,13056.0,46.6,1.0,2.0,77.0,,21.4,aucun,0.0,0.0,0.0
V11597,VL,40222.0,67.4,4.0,1.0,66.0,urbain,30.3,élevé,0.0,0.0,1.0
V11598,VL,23274.0,22.6,2.0,1.0,346.0,autoroute,14.7,faible,0.0,0.0,0.0
V11599,PL,54186.0,92.0,6.0,2.0,210.0,urbain,10.9,faible,0.0,0.0,0.0
V11600,VL,7612.0,43.4,0.0,0.0,213.0,urbain,22.5,élevé,0.0,0.0,0.0
V11601,VL,42300.0,78.0,6.0,0.0,184.0,urbain,19.4,aucun,0.0,0.0,0.0
V11602,VL,10244.0,28.3,2.0,0.0,32.0,urbain,24.3,élevé,,0.0,0.0
V11603,VL,,76.7,1.0,1.0,114.0,urbain,19.8,aucun,0.0,0.0,0.0
V11604,VL,12340.0,76.8,2.0,0.0,274.0,urbain,17.3,faible,1.0,0.0,0.0
V11605,VL,10095.0,69.6,2.0,0.0,197.0,rural,19.4,faible,1.0,0.0,0.0
V11606,VL,87352.0,35.1,9.0,2.0,379.0,autoroute,20.2,aucun,0.0,0.0,1.0
V11607,VUL,16823.0,66.2,2.0,0.0,142.0,urbain,17.6,aucun,0.0,0.0,0.0
V11608,VL,130949.0,30.4,13.0,0.0,227.0,,,aucun,0.0,0.0,0.0
V11609,VL,,53.7,19.0,0.0,119.0,rural,16.8,élevé,1.0,1.0,1.0
V11610,PL,42345.0,85.7,4.0,3.0,,rural,26.9,,0.0,0.0,0.0
V11611,VUL,7715.0,79.9,0.0,0.0,23.0,autoroute,21.6,aucun,0.0,0.0,1.0
V11612,VL,23464.0,60.4,3.0,2.0,26.0,urbain,38.1,faible,0.0,0.0,0.0
V11613,VL,79908.0,,9.0,,74.0,autoroute,,aucun,0.0,1.0,1.0
V11614,VL,22895.0,76.1,3.0,0.0,240.0,rural,15.6,aucun,0.0,0.0,0.0
V11615,VUL,4551.0,60.5,,0.0,22.0,rural,41.4,aucun,0.0,0.0,0.0
V11616,PL,40685.0,2.0,6.0,2.0,160.0,urbain,23.3,aucun,0.0,1.0,0.0
V11617,VUL,93255.0,79.6,10.0,0.0,40.0,urbain,27.9,faible,1.0,0.0,1.0
V11618,VL,79463.0,59.4,9.0,0.0,237.0,urbain,24.7,aucun,0.0,0.0,1.0
V11619,VUL,9626.0,90.1,0.0,1.0,238.0,,25.0,aucun,0.0,0.0,0.0
V11620,VL,55853.0,32.6,,1.0,55.0,rural,24.3,aucun,0.0,0.0,1.0
V11621,VL,,0.0,2.0,1.0,97.0,autoroute,,aucun,0.0,0.0,0.0
V11622,VL,12308.0,67.0,2.0,1.0,145.0,autoroute,22.9,élevé,1.0,,0.0
V11623,PL,103602.0,67.3,11.0,1.0,261.0,rural,9.4,faible,0.0,0.0,0.0
V11624,VL,14362.0,17.7,1.0,0.0,39.0,rural,18.6,aucun,0.0,0.0,
V11625,VUL,15275.0,,2.0,1.0,192.0,urbain,14.2,aucun,0.0,0.0,0.0
V11626,VL,32.0,128.9,0.0,0.0,238.0,autoroute,22.9,aucun,,0.0,0.0
V11627,VL,102269.0,52.4,10.0,0.0,41.0,rural,22.7,aucun,0.0,0.0,1.0
V11628,VL,78654.0,78.3,7.0,1.0,221.0,urbain,23.8,aucun,0.0,0.0,1.0
V11629,VL,49352.0,43.7,6.0,2.0,195.0,urbain,22.3,faible,0.0,0.0,1.0
V11630,VUL,69367.0,7.7,8.0,0.0,287.0,rural,15.1,aucun,0.0,0.0,1.0
V11631,VL,8246.0,55.7,2.0,0.0,9.0,rural,17.9,aucun,0.0,0.0,1.0
V11632,VUL,30654.0,53.4,3.0,1.0,234.0,urbain,27.4,aucun,1.0,0.0,
V11633,VUL,21633.0,50.0,2.0,0.0,324.0,autoroute,28.5,aucun,0.0,,0.0
V11634,PL,4923.0,57.1,0.0,2.0,264.0,autoroute,10.8,faible,1.0,0.0,1.0
V11635,VL,33289.0,66.6,4.0,0.0,68.0,,7.8,aucun,0.0,0.0,1.0
V11636,VL,126750.0,56.2,14.0,0.0,138.0,urbain,14.2,aucun,0.0,1.0,0.0
V11637,VL,2044.0,28.4,1.0,0.0,354.0,urbain,28.4,,,0.0,0.0
V11638,PL,17227.0,72.2,1.0,2.0,218.0,autoroute,29.7,élevé,0.0,0.0,1.0
V11639,PL,11630.0,11.3,2.0,2.0,195.0,,12.6,aucun,0.0,0.0,0.0
V11640,VL,13600.0,,1.0,1.0,73.0,urbain,22.5,faible,0.0,0.0,0.0
V11641,VUL,119535.0,78.5,13.0,2.0,102.0,urbain,34.7,aucun,0.0,1.0,1.0
V11642,VL,31562.0,72.7,5.0,0.0,,urbain,23.3,faible,0.0,0.0,0.0
V11643,VUL,31396.0,58.6,3.0,0.0,122.0,urbain,31.4,faible,1.0,0.0,
V11644,VL,71475.0,25.1,8.0,0.0,101.0,rural,28.0,aucun,0.0,0.0,1.0
V11645,VUL,8390.0,42.3,0.0,0.0,263.0,autoroute,12.7,faible,1.0,0.0,0.0
V11646,,33399.0,53.4,5.0,0.0,160.0,urbain,18.5,aucun,0.0,0.0,0.0
V11647,VUL,28104.0,20.1,2.0,1.0,232.0,urbain,20.3,aucun,0.0,0.0,1.0
V11648,VUL,45429.0,,4.0,2.0,274.0,autoroute,20.8,aucun,0.0,0.0,0.0
V11649,VUL,386176.0,76.3,39.0,1.0,257.0,urbain,27.3,aucun,0.0,0.0,1.0
V11650,VL,73364.0,95.7,9.0,0.0,310.0,autoroute,23.3,aucun,0.0,0.0,0.0
V11651,VL,25363.0,49.5,5.0,1.0,138.0,rural,-3.5,faible,0.0,,1.0
